-5.826411843299865723e-01,3.813838958740234375e-02,3.905919551849365234e+00
1.406469821929931641e+00,-1.373589158058166504e+00,3.835290431976318359e+00
1.329661369323730469e+00,-9.834068417549133301e-01,5.962833166122436523e-01
-3.739303946495056152e-01,1.466520428657531738e+00,9.277837276458740234e-01
1.887379407882690430e+00,-1.119429707527160645e+00,3.091142475605010986e-01
3.127723932266235352e-01,-1.426947116851806641e+00,2.842993497848510742e+00
3.392784595489501953e-01,-1.191927075386047363e+00,7.011521458625793457e-01
-1.572803854942321777e+00,-1.383833885192871094e-01,2.828215122222900391e+00
-5.553611516952514648e-01,2.955625057220458984e-01,3.769172668457031250e+00
-2.063109576702117920e-01,2.036003351211547852e+00,1.169243097305297852e+00
2.085458278656005859e+00,-1.050968170166015625e-01,3.909743547439575195e+00
9.388539791107177734e-01,1.150624990463256836e+00,2.937223672866821289e+00
-2.670152485370635986e-01,1.718142867088317871e+00,1.118772506713867188e+00
1.122810482978820801e+00,1.155887603759765625e+00,3.708721160888671875e+00
7.130300402641296387e-01,-1.545989274978637695e+00,7.335559725761413574e-01
-5.332584977149963379e-01,-5.282241106033325195e-01,3.346539020538330078e+00
1.342375040054321289e+00,-1.073463678359985352e+00,3.842361927032470703e+00
-7.531625032424926758e-02,-7.417962551116943359e-01,2.560494899749755859e+00
1.800441265106201172e+00,-1.439856290817260742e+00,1.617491245269775391e-01
1.248589396476745605e+00,7.882014513015747070e-01,3.187341451644897461e+00
2.196947097778320312e+00,-7.077802419662475586e-01,5.482548475265502930e-01
2.801909446716308594e+00,-8.853638172149658203e-02,1.896564245223999023e+00
5.938315987586975098e-01,-1.592375993728637695e+00,2.850447893142700195e+00
1.045529842376708984e+00,1.483630299568176270e+00,4.087589263916015625e+00
2.312428474426269531e+00,-4.438354969024658203e-01,4.096661090850830078e+00
1.462242484092712402e+00,-5.889720916748046875e-01,3.500525712966918945e+00
2.362285852432250977e+00,1.114373803138732910e-01,1.462814331054687500e+00
-1.084649682044982910e+00,1.106011867523193359e+00,1.085792183876037598e+00
1.086272001266479492e-01,-1.065370202064514160e+00,3.394422769546508789e+00
1.657977700233459473e+00,1.003142595291137695e+00,4.020853042602539062e+00
2.170463800430297852e+00,-1.027895212173461914e-01,1.354104161262512207e+00
3.730831742286682129e-01,-1.386152386665344238e+00,3.821060419082641602e+00
5.320413708686828613e-01,-1.645502090454101562e+00,3.316681623458862305e+00
-5.417895317077636719e-02,-1.496582150459289551e+00,3.888810634613037109e+00
8.006369471549987793e-01,-8.537741303443908691e-01,3.442841529846191406e+00
2.268706321716308594e+00,1.307984590530395508e-01,1.622421383857727051e+00
