1.311208009719848633e+00,1.800809860229492188e+00
1.272987604141235352e+00,1.681653261184692383e+00
8.601119518280029297e-01,1.403181076049804688e+00
1.542500615119934082e+00,1.696386694908142090e+00
1.304860115051269531e+00,1.938170909881591797e+00
1.303471684455871582e+00,1.923636555671691895e+00
1.663707971572875977e+00,1.299075365066528320e+00
1.294205188751220703e+00,1.780192136764526367e+00
1.513120889663696289e+00,8.926461338996887207e-01
1.367699146270751953e+00,4.357692599296569824e-01
1.799560308456420898e+00,2.794146537780761719e-02
1.271226167678833008e+00,1.259406805038452148e+00
1.417081594467163086e+00,1.574653506278991699e+00
1.209733724594116211e+00,1.671757102012634277e+00
1.268978953361511230e+00,1.955381155014038086e+00
1.498216152191162109e+00,1.466435670852661133e+00
1.303296446800231934e+00,1.469229102134704590e+00
1.136836290359497070e+00,1.749542593955993652e+00
1.534823656082153320e+00,1.622004508972167969e+00
1.315535783767700195e+00,1.718069314956665039e+00
1.263206958770751953e+00,1.600846886634826660e+00
1.014023900032043457e+00,1.444550275802612305e+00
1.295742273330688477e+00,1.805270671844482422e+00
1.505379557609558105e+00,1.464318037033081055e+00
1.055791854858398438e+00,1.651683568954467773e+00
1.343451499938964844e+00,1.674323081970214844e+00
1.324985384941101074e+00,1.935589194297790527e+00
1.590611457824707031e+00,1.514072895050048828e+00
1.030176997184753418e+00,1.646694302558898926e+00
1.488346338272094727e+00,1.701128959655761719e+00
1.210744380950927734e+00,1.819275617599487305e+00
1.097530961036682129e+00,1.342181324958801270e+00
1.386775255203247070e+00,1.632168531417846680e+00
1.235128879547119141e+00,1.489302158355712891e+00
1.160645723342895508e+00,1.516865611076354980e+00
1.223224043846130371e+00,1.718636274337768555e+00
1.115962028503417969e+00,1.729339718818664551e+00
1.236161947250366211e+00,1.397884726524353027e+00
1.345104932785034180e+00,1.766956686973571777e+00
9.919897317886352539e-01,1.559921026229858398e+00
1.055204272270202637e+00,1.607712507247924805e+00
1.137205243110656738e+00,1.772773504257202148e+00
1.248153567314147949e+00,1.904103517532348633e+00
1.453748106956481934e+00,1.785419821739196777e+00
1.368118524551391602e+00,1.491629004478454590e+00
6.935793161392211914e-01,1.611859917640686035e+00
1.155204772949218750e+00,1.848783135414123535e+00
1.267047166824340820e+00,1.372815132141113281e+00
1.259770631790161133e+00,1.628985762596130371e+00
1.276157379150390625e+00,1.487330436706542969e+00
7.618997097015380859e-01,1.478867053985595703e+00
1.193476915359497070e+00,1.596477389335632324e+00
1.138824701309204102e+00,1.779615998268127441e+00
1.254677772521972656e+00,1.484976887702941895e+00
1.438240289688110352e+00,1.686450481414794922e+00
1.720292568206787109e+00,1.572969079017639160e+00
1.190292119979858398e+00,1.499488949775695801e+00
1.397394895553588867e+00,1.707309484481811523e+00
1.365374445915222168e+00,1.516479015350341797e+00
1.161537170410156250e+00,1.736770749092102051e+00
1.244395017623901367e+00,1.490565657615661621e+00
9.494019746780395508e-01,1.675041198730468750e+00
1.088526844978332520e+00,1.500561475753784180e+00
1.113655090332031250e+00,1.304637312889099121e+00
1.674050927162170410e+00,1.532929182052612305e+00
1.077216506004333496e+00,1.524048209190368652e+00
1.428218364715576172e+00,1.280600547790527344e+00
1.041806221008300781e+00,1.520022392272949219e+00
1.369392514228820801e+00,1.000897884368896484e+00
1.805934667587280273e+00,1.520505547523498535e-01
2.021549940109252930e+00,3.446395397186279297e-01
1.659654617309570312e+00,2.067054510116577148e-01
1.514066100120544434e+00,2.192682027816772461e-01
1.699997425079345703e+00,5.003547668457031250e-01
1.150404214859008789e+00,1.929008245468139648e+00
1.539536952972412109e+00,2.118762731552124023e+00
1.360654354095458984e+00,1.550681829452514648e+00
1.172566413879394531e+00,1.388355016708374023e+00
1.605465650558471680e+00,1.392491102218627930e+00
1.198844075202941895e+00,1.649625182151794434e+00
1.662455677986145020e+00,1.574715018272399902e+00
1.091749429702758789e+00,1.448748350143432617e+00
1.763537287712097168e+00,2.078844308853149414e+00
1.498471975326538086e+00,1.654019355773925781e+00
1.283260583877563477e+00,1.794599890708923340e+00
1.500718593597412109e+00,1.650998830795288086e+00
1.412146568298339844e+00,1.864912033081054688e+00
8.843751549720764160e-01,1.756957292556762695e+00
1.789389133453369141e+00,1.853526473045349121e+00
1.299112081527709961e+00,1.720388174057006836e+00
1.277365922927856445e+00,1.660134434700012207e+00
1.425942778587341309e+00,1.881086230278015137e+00
1.212535262107849121e+00,1.516625642776489258e+00
1.620542764663696289e+00,1.703385353088378906e+00
1.748394489288330078e+00,1.812081933021545410e+00
1.292075634002685547e+00,1.932231664657592773e+00
1.611460328102111816e+00,1.523041605949401855e+00
1.097096443176269531e+00,1.809773445129394531e+00
1.051661968231201172e+00,1.601011633872985840e+00
1.488166093826293945e+00,1.700726509094238281e+00
1.537326097488403320e+00,1.731474637985229492e+00
