8.507996797561645508e-01,-2.923352718353271484e+00
9.135822653770446777e-01,-2.756611347198486328e+00
8.691123723983764648e-01,-2.342967987060546875e+00
7.857213020324707031e-01,-2.543791294097900391e+00
7.733855843544006348e-01,-2.717952728271484375e+00
6.101073026657104492e-01,-3.064697265625000000e+00
6.188562512397766113e-01,-2.472784042358398438e+00
6.932537555694580078e-01,-2.804840087890625000e+00
-4.879183173179626465e-01,-1.052657723426818848e+00
-3.392803668975830078e-01,-9.684173464775085449e-01
-7.069605588912963867e-01,-1.107682347297668457e+00
5.849430561065673828e-01,-2.530414104461669922e+00
6.244336366653442383e-01,-2.854427814483642578e+00
6.855750679969787598e-01,-2.392499446868896484e+00
1.020409464836120605e+00,-2.949783802032470703e+00
3.290546536445617676e-01,-2.521207809448242188e+00
8.768061399459838867e-01,-2.517541885375976562e+00
6.570634245872497559e-01,-2.461294174194335938e+00
6.788973808288574219e-01,-3.061688661575317383e+00
5.518792867660522461e-01,-2.713320255279541016e+00
6.656162142753601074e-01,-2.543858528137207031e+00
9.072728157043457031e-01,-2.562316894531250000e+00
6.090383529663085938e-01,-2.598599195480346680e+00
6.032245159149169922e-01,-3.056764602661132812e+00
5.215073823928833008e-01,-2.696702480316162109e+00
7.158507108688354492e-01,-2.624318122863769531e+00
6.082248687744140625e-01,-3.107736349105834961e+00
6.142475605010986328e-01,-2.564486980438232422e+00
9.301645755767822266e-01,-2.744240760803222656e+00
8.404048085212707520e-01,-3.109052896499633789e+00
5.266435742378234863e-01,-2.666428565979003906e+00
8.110526800155639648e-01,-2.450175046920776367e+00
7.196171283721923828e-01,-2.605660915374755859e+00
8.865292668342590332e-01,-2.796038866043090820e+00
7.827315926551818848e-01,-2.542891502380371094e+00
7.552235126495361328e-01,-2.775488376617431641e+00
6.050187349319458008e-01,-2.576283693313598633e+00
9.853206276893615723e-01,-2.456787586212158203e+00
9.203833937644958496e-01,-2.739480495452880859e+00
2.286893427371978760e-01,-2.686709642410278320e+00
8.263012170791625977e-01,-2.368314027786254883e+00
4.406833350658416748e-01,-2.729388713836669922e+00
6.383143663406372070e-01,-2.958517551422119141e+00
7.468936443328857422e-01,-3.058692455291748047e+00
6.568764448165893555e-01,-2.634832143783569336e+00
3.969313204288482666e-01,-2.481233358383178711e+00
8.164907693862915039e-01,-2.597289800643920898e+00
7.035570144653320312e-01,-2.371183872222900391e+00
6.700767278671264648e-01,-2.560760498046875000e+00
6.879316568374633789e-01,-2.590620279312133789e+00
3.328793644905090332e-01,-2.356438398361206055e+00
4.709694385528564453e-01,-2.264402389526367188e+00
5.579802393913269043e-01,-2.161213874816894531e+00
5.697346925735473633e-01,-2.096670150756835938e+00
6.445412635803222656e-01,-2.471541404724121094e+00
4.498533606529235840e-01,-2.329624414443969727e+00
2.717583179473876953e-01,-2.173898935317993164e+00
6.814697980880737305e-01,-2.664957284927368164e+00
3.905168771743774414e-01,-2.587715625762939453e+00
7.156450748443603516e-01,-2.505521774291992188e+00
4.239288866519927979e-01,-2.636678218841552734e+00
6.562361717224121094e-01,-2.285009860992431641e+00
7.085385918617248535e-01,-2.113177537918090820e+00
5.061417222023010254e-01,-1.915174007415771484e+00
5.969389677047729492e-01,-2.136409521102905273e+00
2.192964404821395874e-01,-1.897681474685668945e+00
3.890198171138763428e-01,-1.985713839530944824e+00
6.804937124252319336e-02,-1.878423810005187988e+00
-1.447720229625701904e-01,-1.523395895957946777e+00
-6.517544984817504883e-01,-6.652069091796875000e-01
-7.904883623123168945e-01,-9.187166094779968262e-01
-7.909687757492065430e-01,-7.425599098205566406e-01
-6.108840703964233398e-01,-7.571026682853698730e-01
-6.438502073287963867e-01,-8.518255949020385742e-01
5.709488987922668457e-01,-3.025634527206420898e+00
9.167554974555969238e-01,-3.143304109573364258e+00
7.360299825668334961e-01,-2.825543642044067383e+00
8.788557052612304688e-01,-2.462779521942138672e+00
5.577023625373840332e-01,-2.825531482696533203e+00
7.064293622970581055e-01,-2.858629465103149414e+00
7.531765699386596680e-01,-2.909405469894409180e+00
9.788217544555664062e-01,-2.360270738601684570e+00
9.646703004837036133e-01,-3.064638376235961914e+00
6.772147417068481445e-01,-2.878189325332641602e+00
8.397715091705322266e-01,-2.717199325561523438e+00
8.986942768096923828e-01,-3.073597908020019531e+00
6.457766890525817871e-01,-2.966830253601074219e+00
7.320412397384643555e-01,-2.609047412872314453e+00
6.418274641036987305e-01,-3.024201869964599609e+00
8.227862119674682617e-01,-2.965648889541625977e+00
6.669493913650512695e-01,-2.797060966491699219e+00
8.167958259582519531e-01,-2.717022418975830078e+00
7.479810714721679688e-01,-2.510664701461791992e+00
8.651598691940307617e-01,-2.909474849700927734e+00
6.505852341651916504e-01,-3.078245878219604492e+00
8.822957277297973633e-01,-3.092760324478149414e+00
6.083562374114990234e-01,-2.806434869766235352e+00
6.250221729278564453e-01,-2.516876220703125000e+00
6.013031005859375000e-01,-2.458392143249511719e+00
9.118932485580444336e-01,-2.745821952819824219e+00
1.043567180633544922e+00,-3.035385131835937500e+00
6.796473264694213867e-01,-3.235083103179931641e+00
5.681917071342468262e-01,-2.902128696441650391e+00
7.062743902206420898e-01,-2.657472133636474609e+00
7.999687194824218750e-01,-2.408762216567993164e+00
9.728612899780273438e-01,-2.752036809921264648e+00
