1.201729774475097656e-01 -1.954446732997894287e-02
1.675721257925033569e-01 -5.302887782454490662e-02
-5.355619266629219055e-02 1.579812169075012207e-01
-1.398340463638305664e-01 4.155615344643592834e-02
-2.467373572289943695e-02 7.569838315248489380e-02
1.759282648563385010e-01 2.121696434915065765e-02
7.556214183568954468e-02 -7.326614856719970703e-02
-1.173350438475608826e-01 4.932072944939136505e-03
-3.117882646620273590e-02 -1.119919344782829285e-01
-1.130186319351196289e-01 3.669817000627517700e-02
-1.721253395080566406e-01 1.701948940753936768e-01
1.920472644269466400e-02 2.730400860309600830e-02
-1.108715459704399109e-01 5.455472855828702450e-04
1.573024243116378784e-01 9.240832924842834473e-02
-2.489893510937690735e-02 -4.140222817659378052e-02
9.152605384588241577e-02 -3.301966190338134766e-02
-5.471485853195190430e-02 -7.426343858242034912e-02
8.622381091117858887e-02 2.639716304838657379e-02
-1.247504875063896179e-01 9.060369431972503662e-02
1.298795044422149658e-01 1.625891178846359253e-01
-1.419611624442040920e-03 -1.679428964853286743e-01
5.412859842181205750e-02 -8.209560066461563110e-02
-2.083091437816619873e-02 -1.253526657819747925e-01
-7.155281305313110352e-02 4.009384661912918091e-02
-1.781109422445297241e-01 7.359427958726882935e-02
-3.250766173005104065e-02 9.446348063647747040e-03
-4.452494904398918152e-02 1.041865572333335876e-01
-5.560129508376121521e-02 1.350322216749191284e-01
5.495605524629354477e-03 5.599756259471178055e-03
3.145937249064445496e-02 3.812181577086448669e-02
-1.841434687376022339e-01 9.944691509008407593e-02
5.468562990427017212e-02 -9.591101109981536865e-02
2.363684214651584625e-02 1.924694627523422241e-01
-2.212511561810970306e-02 9.773899614810943604e-02
1.750642806291580200e-02 -1.741603016853332520e-02
1.062603220343589783e-01 2.915656426921486855e-03
-2.460922859609127045e-02 4.680762812495231628e-02
7.234143465757369995e-02 1.520642787218093872e-01
6.030361633747816086e-03 2.295399270951747894e-02
6.211856752634048462e-02 -6.315382570028305054e-02
3.552300482988357544e-02 -1.071439757943153381e-01
3.101657703518867493e-02 7.613736391067504883e-02
-6.540946196764707565e-03 -1.348815411329269409e-01
1.735026240348815918e-01 5.688283592462539673e-02
1.680486649274826050e-01 -2.936477307230234146e-03
-1.715384609997272491e-02 5.884531140327453613e-02
-6.324597448110580444e-02 8.288449048995971680e-02
9.231112152338027954e-02 -8.392589539289474487e-02
-8.404468744993209839e-02 -1.881351172924041748e-01
-2.389397844672203064e-02 -9.982090443372726440e-02
1.333896815776824951e-01 8.830363303422927856e-02
-2.820651605725288391e-02 1.164936944842338562e-01
3.980754688382148743e-02 -5.604223534464836121e-02
1.242855116724967957e-01 1.678918004035949707e-01
-5.951789673417806625e-03 1.574686616659164429e-01
1.457706242799758911e-01 -1.577952802181243896e-01
-5.204734951257705688e-02 9.795054793357849121e-02
1.050791237503290176e-03 6.272494792938232422e-02
-1.483393311500549316e-01 -1.561467349529266357e-02
1.594896800816059113e-02 -7.243967801332473755e-02
3.251401707530021667e-02 5.247858911752700806e-02
1.217362657189369202e-01 7.233859039843082428e-03
-1.411885470151901245e-01 -7.752022892236709595e-02
1.936384886503219604e-01 9.928760677576065063e-02
3.532111644744873047e-02 2.765744738280773163e-02
-3.835741430521011353e-03 -1.137253269553184509e-01
6.753220409154891968e-02 -1.184141039848327637e-01
-6.457277573645114899e-03 7.897890359163284302e-02
6.963478773832321167e-02 1.052292138338088989e-01
4.978599026799201965e-02 -5.504400935024023056e-03
5.376089364290237427e-02 2.993394993245601654e-02
1.294770091772079468e-01 2.486018650233745575e-02
-2.248713746666908264e-03 -7.846599072217941284e-02
1.149485036730766296e-01 -3.589191660284996033e-02
-1.339667290449142456e-01 -2.343420311808586121e-02
-1.105087175965309143e-01 1.121283173561096191e-01
-6.454407423734664917e-02 -6.646914035081863403e-02
-6.303898990154266357e-02 -9.060559421777725220e-02
-3.264931961894035339e-02 6.943523138761520386e-02
1.144701391458511353e-01 -4.202537238597869873e-03
6.315538287162780762e-02 -1.379085630178451538e-01
-4.514246433973312378e-02 1.763580553233623505e-02
-6.430249661207199097e-02 -1.230674535036087036e-01
-5.258736759424209595e-02 -1.739952526986598969e-02
1.980204284191131592e-01 7.241236418485641479e-02
-5.890115723013877869e-02 -1.262085861526429653e-03
-1.221543699502944946e-01 -5.252697691321372986e-02
9.185319393873214722e-02 -4.777456168085336685e-03
-1.671434789896011353e-01 1.015809401869773865e-01
1.215833947062492371e-01 -7.628280669450759888e-02
5.834991857409477234e-02 -1.120400950312614441e-01
-1.778938025236129761e-01 7.926116883754730225e-02
-7.792282849550247192e-03 -2.443223074078559875e-02
-5.000084172934293747e-03 7.208251953125000000e-02
6.163431331515312195e-03 -1.545176208019256592e-01
-4.881820827722549438e-02 1.509867459535598755e-01
1.099962964653968811e-01 -3.739525377750396729e-02
2.882573939859867096e-02 -5.738748982548713684e-02
-3.282768279314041138e-02 4.042049869894981384e-02
1.153726503252983093e-02 -1.186641231179237366e-01
3.754437714815139771e-02 -3.145277127623558044e-02
-1.903380453586578369e-02 -8.660687506198883057e-02
-2.251298539340496063e-02 1.947350353002548218e-01
3.684740886092185974e-02 1.523448675870895386e-01
6.660398095846176147e-02 1.325757801532745361e-01
5.280650220811367035e-03 8.309814333915710449e-02
1.730824261903762817e-02 1.105828657746315002e-01
1.269060224294662476e-01 4.778809472918510437e-02
5.256957560777664185e-02 -4.169107601046562195e-02
-9.774113446474075317e-02 8.782678097486495972e-02
3.211411833763122559e-02 -1.210575699806213379e-01
2.978877723217010498e-02 -1.409996766597032547e-02
7.204096764326095581e-02 1.235219836235046387e-01
-1.527041047811508179e-01 5.970215424895286560e-02
-1.020304337143898010e-01 1.466695666313171387e-01
4.101686552166938782e-02 -1.656197309494018555e-01
7.119133369997143745e-04 1.916093751788139343e-03
-1.266626715660095215e-01 -1.316935867071151733e-01
-1.395572274923324585e-01 -2.690444234758615494e-04
1.523585915565490723e-01 -7.306745648384094238e-02
-3.834738954901695251e-02 4.693988338112831116e-02
-1.302819978445768356e-02 8.676841855049133301e-02
6.273686885833740234e-02 9.068097174167633057e-02
-1.332678049802780151e-01 1.203547343611717224e-01
-9.999569505453109741e-02 3.709170222282409668e-02
-9.057573974132537842e-02 -8.148788474500179291e-03
7.358918339014053345e-02 -1.355665177106857300e-02
1.732227206230163574e-02 1.705622971057891846e-01
-2.363809756934642792e-02 3.967387601733207703e-02
4.426157474517822266e-02 -1.585900783538818359e-01
-5.221466347575187683e-02 -1.508958823978900909e-02
7.192587852478027344e-02 -1.902773417532444000e-02
-3.142149746417999268e-02 4.479847475886344910e-02
3.779119998216629028e-02 5.306306481361389160e-02
1.283068507909774780e-01 -1.509808748960494995e-01
-1.081224828958511353e-01 1.138987541198730469e-01
5.735919810831546783e-03 3.279987350106239319e-02
9.950450807809829712e-02 -1.273597925901412964e-01
-7.141049951314926147e-02 9.298833087086677551e-03
-4.813621938228607178e-02 -8.859656751155853271e-02
